pedido_id,cliente_id,product_id,quantidade,data_pedido,canal_venda
PED000493,C00019,P00022,6,2026-09-11,Marketplace
PED000494,C00042,P00047,3,2026-08-31,Loja Fisica
PED000495,C00087,P00039,20,2026-09-11,Marketplace
PED000496,C00181,P00002,14,2026-09-13,E-commerce
PED000497,C00156,P00057,14,2026-08-19,Loja Fisica
PED000498,C00026,P00022,7,2026-08-20,Marketplace
PED000499,C95872,P00036,24,2026-09-12,Televendas
PED000500,C00061,P00007,2,2026-08-26,Marketplace
PED000501,C00040,P00004,12,2026-08-14,Marketplace
PED000502,C00023,P00019,22,2026-09-03,Marketplace
PED000503,C00052,P00007,1,2026-08-20,E-commerce
PED000504,C00164,P00019,3,2026-08-29,Loja Fisica
PED000505,C00079,P00051,13,2026-08-29,Marketplace
PED000506,C00170,P00017,3,2026-09-03,Marketplace
PED000507,C00048,P00024,13,2026-08-25,E-commerce
PED000508,C94706,P00003,9,2026-08-28,Marketplace
PED000509,C00069,P00037,2,2026-08-18,Loja Fisica
PED000510,C00022,P00043,12,2026-09-08,Marketplace
PED000511,C00194,P00038,8,2026-08-31,Loja Fisica
PED000512,C00100,P00053,17,2026-08-27,Marketplace
PED000513,C00147,P00057,8,2026-08-29,Televendas
PED000514,C00021,P00026,23,2026-08-15,E-commerce
PED000515,C00031,P00049,15,2026-08-19,E-commerce
PED000516,C00055,P00052,7,2026-08-18,Loja Fisica
PED000517,C00109,P00006,22,2026-08-27,E-commerce
PED000518,C00161,P00010,20,2026-08-22,Televendas
PED000519,C00187,P00059,3,2026-08-16,Marketplace
PED000520,C00143,P00026,18,2026-08-24,Televendas
PED000521,C00134,P00030,1,2026-09-08,Marketplace
PED000522,C00029,P00027,5,2026-08-18,Loja Fisica
PED000523,C00028,P00037,25,2026-08-17,Televendas
PED000524,C97275,P00057,12,2026-09-11,Marketplace
PED000525,C00168,P00032,-3,2026-09-02,Marketplace
PED000526,C00071,P00026,5,2026-09-02,Marketplace
PED000527,C00010,P00026,11,2026-09-05,E-commerce
PED000528,C00013,P00048,16,2026-09-12,Televendas
PED000529,C00096,P00002,11,2026-09-09,Televendas
PED000530,C00080,P00018,16,2026-09-10,Loja Fisica
PED000531,C00059,P00009,10,2026-09-06,Marketplace
PED000532,C00199,P00053,11,2026-08-22,Marketplace
PED000533,C00155,P00042,3,2026-08-20,Marketplace
PED000534,C00055,P00059,14,2026-09-06,Marketplace
PED000535,C00195,P00034,12,2026-09-09,Loja Fisica
PED000536,C00132,P00051,6,2026-08-16,Televendas
PED000537,C00182,P00033,13,2026-08-18,Loja Fisica
PED000538,C00045,P00013,7,2026-09-09,Loja Fisica
PED000539,C00064,P00003,15,2026-08-15,Televendas
PED000540,C00181,P00013,9,2026-08-25,Marketplace
PED000541,C00130,P00026,21,2026-09-12,Loja Fisica
PED000542,C00175,P00002,8,2026-08-25,Marketplace
PED000543,C00153,P00029,6,2026-09-13,Marketplace
PED000544,C00151,P00036,12,2026-08-25,E-commerce
PED000545,C00067,P00048,23,2026-08-16,Televendas
PED000546,C00008,P00025,2,2026-08-19,E-commerce
PED000547,C00057,P00042,8,2026-09-04,E-commerce
PED000548,C00069,P00042,14,2026-08-30,Loja Fisica
PED000549,C00200,P00050,22,2026-08-14,Marketplace
PED000550,C00034,P00042,6,2026-09-02,Loja Fisica
PED000551,C00058,P00017,20,2026-09-08,Televendas
PED000552,C00183,P00046,21,2026-08-22,Marketplace
PED000553,C00097,P00055,12,2026-08-28,Televendas
PED000554,C00056,P00030,10,2026-09-04,Marketplace
PED000555,C00150,P00007,1,2026-08-30,Televendas
PED000556,C00144,P00042,20,2026-09-02,Televendas
PED000557,C00077,P00044,4,2026-08-29,Loja Fisica
PED000558,C95895,P00018,21,2026-08-24,Televendas
PED000559,C00049,P00010,17,2026-09-07,E-commerce
PED000560,C00015,P00052,0,2026-08-26,Televendas
PED000561,C00185,P00002,21,2026-08-29,Televendas
PED000562,C00067,P00059,14,2026-08-26,Marketplace
PED000563,C94643,P00003,19,2026-09-05,E-commerce
PED000564,C00176,P00035,21,2026-09-08,Marketplace
PED000565,C00172,P00023,17,2026-08-23,E-commerce
PED000566,C00169,P00057,18,2026-08-19,Televendas
PED000567,C00025,P00031,5,2026-09-06,Televendas
PED000568,C00186,P00052,18,2026-09-07,E-commerce
PED000569,C00175,P00058,11,2026-09-03,Loja Fisica
PED000570,C00057,P00023,8,2026-09-06,Televendas
PED000571,C00108,P00051,11,2026-08-25,Televendas
PED000572,C00150,P00019,15,2026-09-10,Loja Fisica
PED000573,C00121,P00004,21,2026-09-01,Loja Fisica
PED000574,C00121,P00057,7,2026-08-30,Loja Fisica
PED000575,C00175,P00025,17,2026-08-23,Marketplace
PED000576,C00014,P00056,5,2026-08-18,E-commerce
PED000577,C00088,P00027,19,2026-09-11,Marketplace
PED000578,C00037,P00021,23,2026-08-19,Loja Fisica
PED000579,C00125,P00022,21,2026-08-19,Televendas
PED000580,C00163,P00004,0,2026-08-28,Televendas
PED000581,C00195,P92442,6,2026-09-01,E-commerce
PED000582,C00034,P00040,14,2026-09-03,Marketplace
PED000583,C00104,P00028,16,2026-08-26,Loja Fisica
PED000584,C00010,P00035,7,2026-09-06,Televendas
PED000585,C00004,P00058,11,2026-09-07,E-commerce
PED000586,C00005,P00044,1,2026-09-03,E-commerce
PED000587,C00058,P00045,12,2026-08-23,E-commerce
PED000588,C00027,P00025,0,2026-09-01,Televendas
PED000589,C00017,P00053,2,2026-08-23,Televendas
PED000590,C00117,P00047,17,2026-09-02,Televendas
PED000591,C00112,P00057,22,2026-08-18,Televendas
PED000592,C00126,P00023,25,2026-08-20,E-commerce
PED000593,C00104,P00002,0,2026-08-21,E-commerce
PED000594,C00188,P00002,19,2026-08-30,E-commerce
PED000595,C00032,P00024,23,2026-09-03,Loja Fisica
PED000596,C00097,P00057,21,2026-08-22,Loja Fisica
PED000597,C00153,P00004,22,2026-08-17,Loja Fisica
PED000598,C00013,P00045,4,2026-08-27,Marketplace
PED000599,C00098,P00008,18,2026-08-22,Marketplace
PED000600,C00180,P00010,7,2026-09-05,Loja Fisica
PED000601,C00078,P00027,22,2026-08-17,Televendas
PED000602,C00160,P00039,23,2026-08-18,Marketplace
PED000603,C00027,P00033,24,2026-09-02,Loja Fisica
PED000604,C00073,P00008,4,2026-08-29,E-commerce
PED000605,C00156,P00013,25,2026-08-22,E-commerce
PED000606,C00092,P00046,14,2026-08-23,E-commerce
PED000607,C00011,P00036,16,2026-09-12,E-commerce
PED000608,C00177,P00060,16,2026-08-24,E-commerce
PED000609,C00001,P00001,22,2026-08-16,Loja Fisica
PED000610,C00147,P00043,16,2026-08-18,Loja Fisica
PED000611,C00200,P00033,3,2026-09-06,Loja Fisica
PED000612,C00066,P00042,8,2026-08-28,Televendas
PED000613,C00068,P00030,2,2026-08-17,E-commerce
PED000614,C00011,P00055,10,2026-08-25,Televendas
PED000615,C00110,P00048,4,2026-08-17,Loja Fisica
PED000616,C00003,P00055,5,2026-09-04,E-commerce
PED000617,C00085,P00023,15,2026-09-13,Televendas
PED000618,C00188,P00006,0,2026-09-09,Televendas
PED000619,C00030,P00026,13,2026-09-13,Marketplace
PED000620,C00070,P00054,13,2026-09-05,Marketplace
PED000621,C00108,P00042,-3,2026-08-17,E-commerce
PED000622,C00027,P00027,19,2026-08-29,Marketplace
PED000623,C00047,P00040,13,2026-09-07,Televendas
PED000624,C00157,P00002,22,2026-09-11,E-commerce
PED000625,C00124,P00059,16,2026-08-17,Marketplace
PED000626,C00113,P00003,3,2026-08-22,Televendas
PED000627,C00004,P00046,22,2026-08-30,E-commerce
PED000628,C00172,P00056,11,2026-08-30,Loja Fisica
PED000629,C00111,P00043,24,2026-08-21,Marketplace
PED000630,C00089,P00043,22,2026-09-03,Marketplace
PED000631,C00039,P00054,18,2026-09-11,Loja Fisica
PED000632,C00003,P93709,6,2026-08-30,Marketplace
PED000633,C00020,P00049,16,2026-08-24,E-commerce
PED000634,C00085,P00018,2,2026-08-30,E-commerce
PED000635,C00141,P00042,13,2026-08-26,E-commerce
PED000636,C00021,P00030,-8,2026-09-08,Marketplace
PED000637,C00115,P00021,4,2026-08-29,Loja Fisica
PED000638,C00027,P00026,14,2026-08-15,Loja Fisica
PED000639,C00024,P00051,20,2026-09-13,Televendas
PED000640,C00131,P00036,7,2026-09-03,Marketplace
PED000641,C00088,P00024,2,2026-09-09,E-commerce
PED000642,C98414,P00022,18,2026-09-07,Marketplace
PED000643,C00030,P00007,25,2026-09-04,E-commerce
PED000644,C00001,P00022,12,2026-09-09,Televendas
PED000645,C00141,P00034,12,2026-09-05,Loja Fisica
PED000646,C00012,P00058,6,2026-08-29,E-commerce
PED000647,C00184,P00048,24,2026-08-27,Loja Fisica
PED000648,C00066,P94532,7,2026-08-20,Loja Fisica
PED000649,C00118,P00053,7,2026-09-05,Televendas
PED000650,C00028,P00049,14,2026-08-15,Loja Fisica
PED000651,C00198,P00058,15,2026-08-28,E-commerce
PED000652,C00128,P00001,17,2026-09-06,Loja Fisica
PED000653,C00142,P00060,14,2026-09-09,Marketplace
PED000654,C00131,P00050,6,2026-09-05,E-commerce
PED000655,C00188,P00053,5,2026-08-17,Marketplace
PED000656,C00169,P00039,20,2026-09-11,Televendas
PED000657,C00130,P00057,13,2026-08-27,E-commerce
PED000658,C00071,P00026,11,2026-08-23,Marketplace
PED000659,C94560,P00009,14,2026-09-02,Televendas
PED000660,C00052,P00014,20,2026-09-05,Televendas
PED000661,C00176,P00023,22,2026-08-18,E-commerce
PED000662,C00129,P00035,-6,2026-09-03,Televendas
PED000663,C00144,P00031,19,2026-09-01,Marketplace
PED000664,C00173,P00048,18,2026-08-23,Marketplace
PED000665,C00004,P00034,4,2026-08-14,Marketplace
PED000666,C93636,P00004,22,2026-08-15,E-commerce
PED000667,C00074,P00044,9,2026-08-18,Loja Fisica
PED000668,C00177,P00051,10,2026-08-20,Loja Fisica
PED000669,C00092,P00053,15,2026-08-17,E-commerce
PED000670,C00191,P00042,18,2026-08-26,E-commerce
PED000671,C00131,P00051,23,2026-08-23,Loja Fisica
PED000672,C00098,P00025,-1,2026-09-13,Televendas
PED000673,C00191,P00017,7,2026-09-02,Marketplace
PED000674,C00058,P00059,21,2026-09-05,Televendas
PED000675,C00194,P00038,18,2026-09-06,E-commerce
PED000676,C00199,P00047,7,2026-08-23,Marketplace
PED000677,C00046,P00044,3,2026-08-19,E-commerce
PED000678,C00189,P00033,4,2026-08-26,Loja Fisica
PED000679,C00110,P00018,18,2026-08-22,E-commerce
PED000680,C00042,P00038,9,2026-08-14,Televendas
PED000681,C00120,P00046,5,2026-08-15,E-commerce
PED000682,C00083,P00039,2,2026-09-07,Televendas
PED000683,C00126,P00051,-6,2026-08-31,Televendas
PED000684,C00135,P00015,6,2026-08-30,Loja Fisica
PED000685,C00130,P00011,14,2026-08-31,Marketplace
PED000686,C00024,P00023,8,2026-09-11,E-commerce
PED000687,C00170,P00022,11,2026-08-25,Televendas
PED000688,C00056,P00049,20,2026-08-30,Marketplace
PED000689,C00144,P00053,25,2026-09-03,Loja Fisica
PED000690,C00030,P00043,12,2026-08-28,E-commerce
PED000691,C00165,P00040,20,2026-08-21,Loja Fisica
PED000692,C00175,P00057,11,2026-08-26,Loja Fisica
PED000693,C00099,P00017,-9,2026-09-06,Televendas
PED000694,C00198,P00024,17,2026-09-08,Marketplace
PED000695,C00125,P00003,10,2026-09-11,E-commerce
PED000696,C00083,P00033,0,2026-09-13,Loja Fisica
PED000697,C00198,P00035,18,2026-08-14,Loja Fisica
PED000698,C00054,P00043,21,2026-09-07,E-commerce
PED000699,C00176,P00028,4,2026-08-20,Marketplace
PED000700,C00166,P00053,3,2026-09-06,E-commerce
PED000701,C00007,P00030,23,2026-08-24,Loja Fisica
PED000702,C00023,P00005,2,2026-08-19,Televendas
PED000703,C00143,P00005,19,2026-09-09,E-commerce
PED000704,C00067,P96183,13,2026-08-28,Marketplace
PED000705,C00005,P00025,22,2026-08-17,Loja Fisica
PED000706,C00165,P00047,20,2026-08-16,Loja Fisica
PED000707,C95937,P00055,3,2026-08-25,Loja Fisica
PED000708,C00156,P00006,10,2026-09-07,Marketplace
PED000709,C00098,P00026,22,2026-08-14,Marketplace
PED000710,C00041,P00035,8,2026-08-18,Marketplace
PED000711,C00140,P00019,21,2026-08-18,Televendas
PED000712,C00174,P00057,24,2026-09-03,Televendas
PED000713,C00003,P00036,18,2026-08-18,Loja Fisica
PED000714,C00011,P00001,19,2026-09-02,Marketplace
PED000715,C00138,P00036,3,2026-08-23,E-commerce
PED000716,C00192,P99397,24,2026-08-25,E-commerce
PED000717,C00037,P00011,6,2026-08-21,Televendas
PED000718,C00050,P00008,6,2026-09-04,Loja Fisica
PED000719,C00193,P00060,18,2026-08-28,Loja Fisica
PED000720,C00075,P00043,0,2026-08-22,Loja Fisica
PED000721,C93100,P00038,16,2026-09-13,Televendas
PED000722,C00172,P00042,8,2026-08-17,Televendas
PED000723,C00159,P00005,7,2026-08-24,Marketplace
PED000724,C00116,P00022,20,2026-09-04,Televendas
PED000725,C00178,P00038,5,2026-09-01,Televendas
PED000726,C00081,P00028,0,2026-08-14,Televendas
PED000727,C00057,P00046,24,2026-09-03,Marketplace
PED000728,C00071,P00054,12,2026-08-18,Televendas
PED000729,C00123,P00030,15,2026-08-25,Televendas
PED000730,C00125,P00036,4,2026-08-19,Loja Fisica
PED000731,C00072,P00055,5,2026-09-11,E-commerce
PED000732,C00068,P00047,21,2026-08-16,Loja Fisica
PED000733,C00005,P00055,17,2026-09-03,Loja Fisica
PED000734,C00149,P00038,13,2026-09-07,E-commerce
PED000735,C00010,P00036,9,2026-08-31,Marketplace
PED000736,C00168,P00050,5,2026-08-25,Marketplace
PED000737,C00058,P00058,25,2026-09-01,Televendas
PED000738,C00035,P00030,17,2026-08-30,Loja Fisica
PED000739,C00102,P00024,17,2026-08-14,E-commerce
PED000740,C00158,P00044,6,2026-09-07,E-commerce
PED000741,C00115,P00011,6,2026-09-01,E-commerce
PED000742,C00189,P00047,-4,2026-09-13,Televendas
PED000743,C00195,P00032,8,2026-08-16,Televendas
PED000744,C00095,P00015,2,2026-09-04,E-commerce
PED000745,C00133,P00059,12,2026-08-26,Marketplace
PED000746,C00117,P00057,-9,2026-08-15,Televendas
PED000747,C00163,P00054,9,2026-09-09,Televendas
PED000748,C00149,P00035,19,2026-08-19,Marketplace
PED000749,C00168,P00025,12,2026-09-01,Loja Fisica
PED000750,C00133,P00017,13,2026-09-12,E-commerce
PED000751,C00133,P00026,12,2026-09-09,Televendas
PED000752,C00125,P00051,16,2026-09-11,Loja Fisica
PED000753,C00129,P00057,5,2026-08-28,E-commerce
PED000754,C00059,P00005,17,2026-09-03,Televendas
PED000755,C00055,P00010,6,2026-08-19,Televendas
PED000756,C00155,P96410,4,2026-09-04,E-commerce
PED000757,C00185,P00008,16,2026-09-04,Marketplace
PED000758,C00123,P00014,19,2026-08-19,Marketplace
PED000759,C00006,P00016,2,2026-08-18,E-commerce
PED000760,C00035,P00041,17,2026-08-15,E-commerce
PED000761,C00015,P00011,9,2026-09-12,E-commerce
PED000762,C00133,P00026,20,2026-09-01,Loja Fisica
PED000763,C00185,P00047,22,2026-09-09,Televendas
PED000764,C00022,P93794,15,2026-09-02,Marketplace
PED000765,C00057,P00054,14,2026-09-02,E-commerce
PED000766,C00150,P00053,25,2026-08-19,Televendas
PED000767,C00043,P00047,22,2026-08-24,Marketplace
PED000768,C00153,P00038,3,2026-08-21,Marketplace
PED000769,C00099,P00009,4,2026-08-14,E-commerce
PED000770,C00134,P00056,17,2026-09-04,Marketplace
PED000771,C00039,P00039,4,2026-08-19,Marketplace
PED000772,C00158,P00039,2,2026-09-11,Loja Fisica
PED000773,C00024,P00031,22,2026-08-18,Loja Fisica
PED000774,C00199,P00044,21,2026-08-27,Marketplace
PED000775,C00095,P00056,2,2026-09-05,Marketplace
PED000776,C00059,P00052,16,2026-09-08,Marketplace
PED000777,C00090,P00038,24,2026-09-12,Loja Fisica
PED000778,C00109,P00009,9,2026-08-29,E-commerce
PED000779,C94096,P00019,20,2026-09-11,Marketplace
PED000780,C00002,P00046,24,2026-09-08,Loja Fisica
PED000781,C00148,P00034,4,2026-08-30,Loja Fisica
PED000782,C00097,P00042,7,2026-09-05,Televendas
PED000783,C00105,P00024,4,2026-08-18,Marketplace
PED000784,C00167,P00038,9,2026-08-22,Marketplace
PED000785,C00145,P00024,20,2026-08-22,Marketplace
PED000786,C00194,P00014,14,2026-08-31,Marketplace
PED000787,C00046,P00024,18,2026-08-31,Marketplace
PED000788,C00065,P00020,0,2026-08-25,Marketplace
PED000789,C00169,P00008,24,2026-08-21,Marketplace
PED000790,C00180,P00011,4,2026-08-20,Marketplace
PED000791,C00087,P00052,18,2026-09-02,Loja Fisica
PED000792,C00042,P00025,21,2026-08-14,Loja Fisica
PED000793,C00038,P00031,20,2026-08-27,Loja Fisica
PED000794,C00017,P00017,-7,2026-08-25,Loja Fisica
PED000795,C00103,P00040,21,2026-08-30,Televendas
PED000796,C00183,P00039,2,2026-09-13,E-commerce
PED000797,C00164,P00032,15,2026-08-14,E-commerce
PED000798,C00169,P00060,17,2026-08-23,E-commerce
PED000799,C00009,P00051,20,2026-08-30,E-commerce
PED000800,C00158,P00011,22,2026-08-15,Televendas
PED000801,C00062,P00042,1,2026-08-19,Loja Fisica
PED000802,C00071,P00050,13,2026-08-25,Marketplace
PED000803,C00104,P00038,7,2026-08-30,Loja Fisica
PED000804,C00189,P00046,3,2026-09-12,Loja Fisica
PED000805,C00141,P00019,24,2026-09-09,Televendas
PED000806,C00089,P00053,9,2026-08-21,E-commerce
PED000807,C00117,P00060,13,2026-09-01,Loja Fisica
PED000808,C00067,P00012,14,2026-08-30,Loja Fisica
PED000809,C00144,P00005,17,2026-08-23,Televendas
PED000810,C98254,P00052,17,2026-09-13,Televendas
PED000811,C98517,P00037,16,2026-09-07,E-commerce
PED000812,C00175,P00030,19,2026-09-10,Loja Fisica
PED000813,C00124,P00008,9,2026-08-16,Marketplace
PED000814,C97757,P00051,8,2026-09-04,E-commerce
PED000815,C00091,P00034,18,2026-08-14,Televendas
PED000816,C00064,P00019,3,2026-08-26,Televendas
PED000817,C00020,P00036,6,2026-08-29,Televendas
PED000818,C00091,P00014,19,2026-08-22,E-commerce
PED000819,C00192,P00044,7,2026-08-29,E-commerce
PED000820,C00061,P00048,8,2026-09-10,Televendas
PED000821,C93555,P00015,7,2026-09-09,E-commerce
PED000822,C00200,P00007,4,2026-09-12,Loja Fisica
PED000823,C00174,P00043,16,2026-09-02,Loja Fisica
PED000824,C00196,P00055,18,2026-09-13,Loja Fisica
PED000825,C00124,P00024,20,2026-08-24,Marketplace
PED000826,C00148,P00056,9,2026-08-29,E-commerce
PED000827,C00196,P00059,17,2026-08-22,Marketplace
PED000828,C00057,P00049,19,2026-08-18,Loja Fisica
PED000829,C97450,P00052,14,2026-08-29,Loja Fisica
PED000830,C00176,P96171,6,2026-08-28,Loja Fisica
PED000831,C00177,P00001,1,2026-09-04,E-commerce
PED000832,C00098,P00038,4,2026-08-24,Televendas
PED000833,C00157,P00056,9,2026-08-19,Televendas
PED000834,C00061,P00018,16,2026-09-13,Televendas
PED000835,C00094,P00012,16,2026-08-27,E-commerce
PED000836,C00108,P00045,25,2026-08-25,Televendas
PED000837,C00103,P00018,15,2026-08-19,E-commerce
PED000838,C94863,P00044,8,2026-09-09,Loja Fisica
PED000839,C00143,P00028,13,2026-08-20,E-commerce
PED000840,C00190,P00010,16,2026-09-08,Loja Fisica
PED000841,C00046,P00027,16,2026-08-18,Televendas
PED000842,C00125,P00020,9,2026-08-31,Loja Fisica
PED000843,C00102,P00007,23,2026-08-19,Loja Fisica
PED000844,C00056,P00053,9,2026-08-29,Loja Fisica
PED000845,C00116,P00048,11,2026-08-22,Televendas
PED000846,C00093,P00036,18,2026-09-12,Televendas
PED000847,C00089,P00002,14,2026-08-17,Televendas
PED000848,C00174,P00039,7,2026-09-01,E-commerce
PED000849,C00200,P92284,12,2026-08-24,Marketplace
PED000850,C00098,P00040,10,2026-08-28,E-commerce
PED000851,C00043,P00041,11,2026-08-27,Marketplace
PED000852,C00019,P00006,6,2026-08-24,E-commerce
PED000853,C00081,P00021,21,2026-08-23,Televendas
PED000854,C00155,P00042,13,2026-08-22,Marketplace
PED000855,C00200,P00056,12,2026-09-06,Marketplace
PED000856,C00106,P00011,0,2026-09-10,Loja Fisica
PED000857,C00187,P00016,22,2026-08-22,Loja Fisica
PED000858,C00054,P00011,13,2026-08-17,Loja Fisica
PED000859,C00017,P00060,16,2026-08-31,Loja Fisica
PED000860,C00007,P00050,13,2026-08-30,Loja Fisica
PED000861,C00027,P00017,20,2026-08-18,Loja Fisica
PED000862,C00168,P00060,13,2026-08-23,E-commerce
PED000863,C00064,P00048,10,2026-08-28,E-commerce
PED000864,C00034,P00034,6,2026-08-14,Loja Fisica
PED000865,C00170,P00023,11,2026-09-10,Marketplace
PED000866,C00120,P00056,18,2026-09-12,Televendas
PED000867,C00141,P00029,5,2026-09-13,E-commerce
PED000868,C00152,P00039,15,2026-09-03,Marketplace
PED000869,C98891,P00041,21,2026-08-31,Televendas
PED000870,C00139,P00015,3,2026-08-28,Televendas
PED000871,C00094,P00027,9,2026-08-18,Televendas
PED000872,C00003,P00001,17,2026-09-09,E-commerce
PED000873,C00089,P00019,16,2026-08-31,Loja Fisica
PED000874,C00177,P00060,16,2026-09-13,Marketplace
PED000875,C00077,P00001,25,2026-08-27,Televendas
PED000876,C00153,P00015,1,2026-08-31,Televendas
PED000877,C00049,P00027,18,2026-08-27,Marketplace
PED000878,C00064,P00011,23,2026-09-06,Marketplace
PED000879,C00097,P00015,9,2026-08-16,Marketplace
PED000880,C99715,P00016,17,2026-09-07,Televendas
PED000881,C00069,P00027,0,2026-09-10,Loja Fisica
PED000882,C00035,P95458,4,2026-09-03,Marketplace
PED000883,C00180,P00040,16,2026-08-20,Televendas
PED000884,C00005,P00010,2,2026-08-31,Loja Fisica
PED000885,C00048,P00007,10,2026-08-22,E-commerce
PED000886,C00184,P00029,24,2026-08-14,E-commerce
PED000887,C00024,P00010,1,2026-08-29,E-commerce
PED000888,C00088,P00027,10,2026-09-08,Marketplace
PED000889,C00096,P00030,23,2026-09-08,Loja Fisica
PED000890,C00085,P00006,25,2026-09-13,E-commerce
PED000891,C00015,P00018,25,2026-08-26,Loja Fisica
PED000892,C00140,P00031,6,2026-08-20,Televendas
PED000893,C00098,P98257,1,2026-08-17,E-commerce
PED000894,C00064,P00048,-9,2026-08-20,Marketplace
PED000895,C93598,P00014,16,2026-08-26,Televendas
PED000896,C00162,P00047,2,2026-09-06,Loja Fisica
PED000897,C91853,P00031,21,2026-08-23,E-commerce
PED000898,C00171,P00014,4,2026-08-21,Marketplace
PED000899,C00084,P00001,6,2026-09-08,Televendas
PED000900,C00150,P00008,-1,2026-09-08,E-commerce
PED000901,C92466,P00051,23,2026-08-29,E-commerce
PED000902,C00064,P00011,16,2026-08-16,Televendas
PED000903,C00195,P00041,2,2026-08-15,Televendas
PED000904,C00166,P00010,23,2026-08-31,Loja Fisica
PED000905,C00033,P00032,8,2026-08-24,Televendas
PED000906,C93207,P00047,7,2026-08-14,Marketplace
PED000907,C00065,P00058,2,2026-08-29,Marketplace
PED000908,C00144,P00019,0,2026-09-05,Marketplace
PED000909,C00146,P00012,18,2026-08-25,Televendas
PED000910,C00188,P00030,9,2026-09-10,E-commerce
PED000911,C00018,P00034,5,2026-08-28,Televendas
PED000912,C00068,P00035,12,2026-08-28,Loja Fisica
PED000913,C00199,P00041,17,2026-08-26,E-commerce
PED000914,C00005,P00040,12,2026-09-07,E-commerce
PED000915,C00083,P00047,3,2026-09-04,Marketplace
PED000916,C00049,P00034,22,2026-08-29,E-commerce
PED000917,C00157,P00019,11,2026-08-27,Televendas
PED000918,C00029,P00007,17,2026-09-04,Loja Fisica
PED000919,C00012,P00054,5,2026-08-19,Loja Fisica
PED000920,C00052,P00007,-10,2026-08-20,Loja Fisica
PED000921,C00165,P00054,13,2026-09-04,Marketplace
PED000922,C00135,P00040,-6,2026-09-01,Televendas
PED000923,C00057,P00039,0,2026-08-16,Loja Fisica
PED000924,C00168,P00032,3,2026-08-28,Loja Fisica
PED000925,C00093,P00036,24,2026-09-13,Marketplace
PED000926,C00095,P00051,-2,2026-08-15,Televendas
PED000927,C00078,P00005,7,2026-09-13,Loja Fisica
PED000928,C00026,P00047,8,2026-08-31,Marketplace
PED000929,C00049,P00013,17,2026-09-04,E-commerce
PED000930,C00146,P00041,6,2026-08-31,Marketplace
PED000931,C00192,P00007,25,2026-09-03,Televendas
PED000932,C00173,P00030,23,2026-09-04,Marketplace
PED000933,C00027,P00011,6,2026-08-31,Marketplace
PED000934,C00130,P00022,22,2026-08-19,Marketplace
PED000935,C00091,P00058,11,2026-08-31,Televendas
PED000936,C00096,P00027,25,2026-09-03,Marketplace
PED000937,C00186,P00021,20,2026-08-21,E-commerce
PED000938,C00097,P00050,18,2026-09-12,Televendas
PED000939,C00093,P00029,15,2026-09-13,Marketplace
PED000940,C00001,P00047,2,2026-08-23,Loja Fisica
PED000941,C00133,P00009,10,2026-08-14,Televendas
PED000942,C00057,P00014,0,2026-08-14,Televendas
PED000943,C00025,P00003,0,2026-08-25,E-commerce
PED000944,C00068,P00024,19,2026-08-21,E-commerce
PED000945,C00066,P00052,10,2026-08-16,Marketplace
PED000946,C98905,P00059,7,2026-09-06,Loja Fisica
PED000947,C00045,P00032,23,2026-09-05,Loja Fisica
PED000948,C00153,P00042,-1,2026-08-15,Marketplace
PED000949,C00198,P00022,12,2026-09-11,Marketplace
PED000950,C00107,P00060,4,2026-09-10,E-commerce
PED000951,C00192,P91886,20,2026-09-12,Loja Fisica
PED000952,C00079,P00034,2,2026-08-24,E-commerce
PED000953,C00084,P00033,23,2026-08-21,E-commerce
PED000954,C00013,P00044,24,2026-08-26,Marketplace
PED000955,C00193,P00039,19,2026-08-30,Loja Fisica
PED000956,C00057,P00028,10,2026-09-08,Marketplace
PED000957,C00038,P00009,11,2026-08-16,Marketplace
PED000958,C00147,P00048,2,2026-08-31,Marketplace
PED000959,C00068,P00006,13,2026-08-30,Marketplace
PED000960,C00199,P00045,5,2026-09-07,E-commerce
PED000961,C00124,P00036,0,2026-08-29,Marketplace
PED000962,C00144,P00040,24,2026-08-30,E-commerce
PED000963,C00063,P00005,9,2026-09-07,Marketplace
PED000964,C00083,P00044,19,2026-08-16,Loja Fisica
PED000965,C00172,P00027,14,2026-08-25,Televendas
PED000966,C00049,P00021,12,2026-09-02,Loja Fisica
PED000967,C00198,P00020,6,2026-08-25,Marketplace
PED000968,C00160,P00010,15,2026-08-15,E-commerce
PED000969,C00052,P00044,12,2026-08-18,Loja Fisica
PED000970,C00029,P00048,2,2026-08-21,E-commerce
PED000971,C00074,P00001,11,2026-09-05,Loja Fisica
PED000972,C00079,P00029,16,2026-08-14,Televendas
PED000973,C00054,P00048,18,2026-08-20,E-commerce
PED000974,C00140,P00034,25,2026-08-22,Marketplace
PED000975,C00160,P99631,5,2026-09-05,Loja Fisica
PED000976,C00012,P00017,6,2026-08-15,Televendas
PED000977,C00052,P00051,23,2026-09-02,Televendas
PED000978,C00014,P00030,21,2026-09-13,Loja Fisica
PED000979,C00018,P00025,22,2026-08-22,Televendas
PED000980,C00028,P00002,10,2026-09-10,Marketplace
PED000981,C00060,P00025,17,2026-09-05,Loja Fisica
PED000982,C00081,P00032,20,2026-08-31,Loja Fisica
PED000983,C00048,P00013,17,2026-09-13,Marketplace
PED000984,C00144,P00060,23,2026-08-14,Loja Fisica
PED000985,C00064,P00060,17,2026-08-23,Televendas
